[00:00:01	][IC] Lorf: Pora pracować.
[17:48:22	]Wenli exited observer at their location.
[17:48:23	]Wenli entered observer.
[17:48:23	]Wenli exited observer at their location.
[17:48:23	]Wenli entered observer.
[17:48:24	]Wenli exited observer at their location.
[17:48:24	]Wenli entered observer.
[17:48:25	]Wenli exited observer at their location.
[17:48:26	]Wenli entered observer.
[17:48:27	]Wenli exited observer at their location.
[17:48:28	]Wenli entered observer.
[17:48:29	]Wenli exited observer at their location.
[17:48:30	]Wenli entered observer.
[17:48:31	]Wenli exited observer at their location.
[17:48:32	]Wenli entered observer.
[17:48:32	]Wenli exited observer at their location.
[17:48:34	]Wenli entered observer.
[17:48:35	]Wenli exited observer at their location.
[17:48:36	]Wenli entered observer.
[17:48:38	]Wenli exited observer at their location.
[17:48:38	]Wenli entered observer.
[17:48:39	]Wenli exited observer at their location.
[17:48:43	]Wenli entered observer.
[17:48:44	]Wenli exited observer at their location.
[17:48:45	]Wenli entered observer.
[17:48:45	]Wenli exited observer at their location.
[17:48:45	]Wenli entered observer.
[17:48:46	]Wenli exited observer at their location.
[17:48:47	]Wenli entered observer.
[17:48:47	]Wenli exited observer at their location.
[17:48:49	]Wenli entered observer.
[17:48:50	]Wenli exited observer at their location.
[17:48:51	]Wenli entered observer.
[17:48:52	]Wenli exited observer at their location.
[17:48:54	]Wenli entered observer.
[17:48:55	]Wenli exited observer at their location.
[17:49:24	]Wenli entered observer.
[17:49:24	]Wenli exited observer at their location.
[17:49:24	]Wenli entered observer.
[17:49:25	]Wenli exited observer at their location.
[17:49:26	]Wenli entered observer.
[17:49:26	]Wenli exited observer at their location.
[17:49:27	]Wenli entered observer.
[17:49:27	]Wenli exited observer at their location.
[17:49:37	]Wenli entered observer.
[17:49:37	]Wenli exited observer at their location.
[17:49:38	]Wenli entered observer.
[17:49:40	]Wenli exited observer at their location.
[17:49:40	]Wenli entered observer.
[17:49:41	]Wenli exited observer at their location.
[17:49:41	]Wenli entered observer.
[17:49:43	]Wenli exited observer at their location.
[17:50:02	]Wenli entered observer.
[17:50:03	]Wenli exited observer at their location.
[17:50:04	]Wenli entered observer.
[17:50:05	]Wenli exited observer at their location.
[17:50:07	]Wenli entered observer.
[17:50:11	]Wenli exited observer at their location.
[17:50:11	]Wenli entered observer.
[17:50:12	]Wenli exited observer at their location.
[17:50:19	]Wenli entered observer.
[17:50:19	]Wenli exited observer at their location.
[17:50:22	]Wenli entered observer.
[17:50:23	]Wenli exited observer at their location.
[17:50:25	]Wenli entered observer.
[17:50:25	]Wenli exited observer at their location.
[17:50:26	]Wenli entered observer.
[17:50:28	]Wenli exited observer at their location.
[17:50:33	]Wenli entered observer.
[17:50:33	]Wenli exited observer at their location.
[17:51:52	]Wenli entered observer.
[17:51:52	]Wenli exited observer at their location.
[17:51:53	]Wenli entered observer.
[17:51:53	]Wenli exited observer at their location.
[17:51:54	]Wenli entered observer.
[17:51:57	]Wenli exited observer at their location.
[17:51:57	]Wenli entered observer.
[17:51:58	]Wenli exited observer at their location.
[17:51:58	]Wenli entered observer.
[17:52:01	]Wenli exited observer at their location.
[17:52:09	]tomasz hedzik has connected.
[17:52:19	]Wenli entered observer.
[17:52:47	]Wenli exited observer at their location.
[17:52:48	]Wenli entered observer.
[17:52:59	]Wenli exited observer at their location.
[17:53:15	]Wenli entered observer.
[17:53:19	]Wenli exited observer at their location.
[17:53:20	]Wenli entered observer.
[17:53:22	]Wenli exited observer at their location.
[17:53:23	]Wenli entered observer.
[17:53:37	]Recik has connected.
[17:53:41	]tomasz hedzik loaded the character 'tomasz hedzik'
[17:53:46	]tomasz hedzik is fully healed.
[17:54:13	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:54:28	]Wenli exited observer at their location.
[17:54:28	]Wenli entered observer.
[17:54:29	]Wenli exited observer at their location.
[17:54:29	]Wenli entered observer.
[17:54:32	]Wenli exited observer at their location.
[17:54:32	]Wenli entered observer.
[17:54:36	]Wenli exited observer at their location.
[17:54:37	]Wenli entered observer.
[17:54:37	]Wenli exited observer at their location.
[17:54:38	]Wenli entered observer.
[17:54:38	]Wenli exited observer at their location.
[17:54:39	]Wenli entered observer.
[17:54:41	]Wenli exited observer at their location.
[17:54:41	]Wenli entered observer.
[17:54:43	]Wenli exited observer at their location.
[17:54:44	]Recik loaded the character 'Recik'
[17:54:44	]Wenli entered observer.
[17:54:44	]Wenli exited observer at their location.
[17:54:45	]Wenli entered observer.
[17:54:48	]Recik entered observer.
[17:55:07	]Wenli exited observer at their location.
[17:55:08	]Wenli entered observer.
[17:55:21	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:55:24	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:55:25	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:55:29	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:55:31	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:55:32	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:55:33	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:55:34	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:55:38	]tomasz hedzik ran SAM command 'admin' with arguments: ''
[17:56:27	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:56:29	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:56:32	]tomasz hedzik opened the 'Kosz' #216 container.
[17:56:34	]tomasz hedzik has gained a 'Stara opona' #5230 from a container with the name 'Kosz' #216.
[17:56:35	]tomasz hedzik has gained a 'Używana szara koszula' #4210 from a container with the name 'Kosz' #216.
[17:56:36	]tomasz hedzik has gained a 'Używana szara koszula' #4225 from a container with the name 'Kosz' #216.
[17:56:37	]tomasz hedzik closed the 'Kosz' #216 container.
[17:56:41	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:56:45	]tomasz hedzik ran 'drop' on item 'Stara opona' (#5230)
[17:56:45	]tomasz hedzik has lost a 'Stara opona' #5230.
[17:56:50	]tomasz hedzik ran 'take' on item 'Stara opona' (#5230)
[17:56:50	]tomasz hedzik has gained a 'Stara opona' #5230.
[17:56:57	]tomasz hedzik ran SAM command 'admin' with arguments: ''
[17:57:01	]Wenli exited observer at their location.
[17:57:02	]Wenli entered observer.
[17:57:13	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:57:15	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:57:22	]tomasz hedzik opened the 'Kosz' #216 container.
[17:57:24	]tomasz hedzik has transferred a 'Stara opona' #5230 to a container with the name 'Kosz' #216.
[17:57:25	]tomasz hedzik has transferred a 'Używana szara koszula' #4225 to a container with the name 'Kosz' #216.
[17:57:26	]tomasz hedzik has transferred a 'Używana szara koszula' #4210 to a container with the name 'Kosz' #216.
[17:57:27	]tomasz hedzik closed the 'Kosz' #216 container.
[17:57:51	]Recik has given himself a akm.
[17:57:51	]Recik has gained a 'AKM' #6649.
[17:57:55	]Recik exited observer at their location.
[17:57:57	]Recik ran 'Equip' on item 'AKM' (#6649)
[17:58:06	]Recik ran 'EquipUn' on item 'AKM' (#6649)
[17:58:07	]Recik entered observer.
[17:58:23	]Wenli exited observer at their location.
[17:58:23	]Wenli entered observer.
[17:58:23	]Wenli exited observer at their location.
[17:58:24	]Wenli entered observer.
[17:58:25	]Wenli exited observer at their location.
[17:58:27	]Wenli entered observer.
[17:58:29	]Wenli exited observer at their location.
[17:58:31	]Wenli entered observer.
[17:58:31	]Wenli exited observer at their location.
[17:58:31	]Wenli entered observer.
[17:58:31	]Wenli exited observer at their location.
[17:58:33	]Wenli entered observer.
[17:58:36	]Wenli exited observer at their location.
[17:58:37	]Wenli entered observer.
[17:58:42	]tomasz hedzik has spawned 'models/Humans/Charple01.mdl'.
[17:58:47	]Wenli exited observer at their location.
[17:58:48	]Wenli entered observer.
[17:58:58	][IC] tomasz hedzik: !model tomasz models/Humans/Charple01.mdl.
[17:59:01	]tomasz hedzik ran SAM command 'setmodel' with arguments: 'tomasz' 'models/Humans/Charple01.mdl'
[17:59:03	]tomasz hedzik ran SAM command 'unadmin' with arguments: ''
[17:59:13	]Wenli exited observer at their location.
[17:59:14	]Wenli entered observer.
[17:59:14	]Wenli exited observer at their location.
[17:59:15	]Wenli opened the 'Personalny Schowek 625' stash.
[17:59:18	]Wenli closed the 'Personalny Schowek 625' stash.
[17:59:20	]Wenli entered observer.
[17:59:27	]Wenli exited observer at their location.
[17:59:28	][IC] tomasz hedzik: !model tomasz models/gman_high.mdl.
[17:59:28	]Wenli entered observer.
[17:59:32	]tomasz hedzik ran SAM command 'setmodel' with arguments: 'tomasz' 'models/gman_high.mdl'
[17:59:34	]Wenli exited observer at their location.
[17:59:35	]Wenli entered observer.
[17:59:40	]Wenli exited observer at their location.
[17:59:40	]Wenli entered observer.
[17:59:41	]Wenli exited observer at their location.
[17:59:41	]Wenli entered observer.
[17:59:45	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:59:47	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:59:51	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:59:51	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:59:52	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[17:59:54	]Wenli exited observer at their location.
[18:00:00	]Wenli entered observer.
[18:00:18	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:20	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:20	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:23	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:23	]Wenli exited observer at their location.
[18:00:23	]Wenli entered observer.
[18:00:24	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:26	]tomasz hedzik has taken 17 damage from worldspawn.
[18:00:26	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:28	]Wenli exited observer at their location.
[18:00:29	]Wenli entered observer.
[18:00:30	][IC] tomasz hedzik: !heal tomasz 100.
[18:00:35	]tomasz hedzik ran SAM command 'hp' with arguments: 'tomasz' '100'
[18:00:36	]tomasz hedzik is fully healed.
[18:00:44	]Wenli exited observer at their location.
[18:00:44	]Wenli entered observer.
[18:00:46	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:48	]Wenli exited observer at their location.
[18:00:48	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:49	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:51	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:51	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:53	]Wenli entered observer.
[18:00:53	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:54	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:56	]Wenli exited observer at their location.
[18:00:56	]Wenli entered observer.
[18:00:57	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:00:58	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:00	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:01	]Wenli exited observer at their location.
[18:01:01	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:01	]Wenli entered observer.
[18:01:02	]Wenli exited observer at their location.
[18:01:03	]Wenli entered observer.
[18:01:03	]Wenli exited observer at their location.
[18:01:04	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:04	]Wenli entered observer.
[18:01:05	]Wenli exited observer at their location.
[18:01:06	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:06	]Wenli entered observer.
[18:01:07	]Wenli exited observer at their location.
[18:01:08	]tomasz hedzik has taken 55 damage from worldspawn.
[18:01:08	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:09	]Wenli entered observer.
[18:01:10	]Wenli exited observer at their location.
[18:01:10	]tomasz hedzik ran SAM command 'hp' with arguments: 'tomasz' '100'
[18:01:11	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:11	]tomasz hedzik is fully healed.
[18:01:12	]Wenli entered observer.
[18:01:12	]Wenli exited observer at their location.
[18:01:12	]Wenli entered observer.
[18:01:13	]Wenli exited observer at their location.
[18:01:14	]Wenli entered observer.
[18:01:14	]Wenli exited observer at their location.
[18:01:14	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:15	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:15	]Wenli entered observer.
[18:01:15	]Wenli exited observer at their location.
[18:01:16	]Wenli entered observer.
[18:01:17	]Wenli exited observer at their location.
[18:01:18	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:18	]Wenli entered observer.
[18:01:18	]Wenli exited observer at their location.
[18:01:19	]Wenli entered observer.
[18:01:19	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:19	]Wenli exited observer at their location.
[18:01:21	]Wenli entered observer.
[18:01:21	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:22	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:22	]Wenli exited observer at their location.
[18:01:23	]Wenli entered observer.
[18:01:24	]Wenli exited observer at their location.
[18:01:24	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:24	]Wenli entered observer.
[18:01:25	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:26	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:27	]Wenli exited observer at their location.
[18:01:27	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:27	]Wenli entered observer.
[18:01:30	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:31	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:32	]Wenli exited observer at their location.
[18:01:33	]Wenli entered observer.
[18:01:33	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:35	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:38	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:01:39	]Wenli exited observer at their location.
[18:01:39	]Wenli entered observer.
[18:01:40	]Wenli exited observer at their location.
[18:01:40	]Wenli entered observer.
[18:01:40	]Wenli exited observer at their location.
[18:01:42	]Wenli entered observer.
[18:01:44	]Wenli exited observer at their location.
[18:01:45	]Wenli entered observer.
[18:01:45	]Wenli exited observer at their location.
[18:01:46	]Wenli entered observer.
[18:01:55	]Wenli exited observer at their location.
[18:01:56	]Wenli entered observer.
[18:02:00	]Wenli exited observer at their location.
[18:02:00	]Wenli entered observer.
[18:02:01	]Wenli exited observer at their location.
[18:02:01	]Wenli entered observer.
[18:02:03	]Wenli exited observer at their location.
[18:02:05	]Wenli entered observer.
[18:02:05	]Wenli exited observer at their location.
[18:02:06	]Wenli entered observer.
[18:02:07	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:02:07	]Wenli exited observer at their location.
[18:02:07	]Wenli entered observer.
[18:02:09	]Wenli exited observer at their location.
[18:02:09	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:02:11	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:02:11	]Wenli entered observer.
[18:02:11	]Wenli exited observer at their location.
[18:02:13	]Wenli entered observer.
[18:02:13	]tomasz hedzik ran SAM command 'noclip' with arguments: ''
[18:02:13	]Wenli exited observer at their location.
[18:02:14	]Wenli entered observer.
[18:02:14	]Wenli exited observer at their location.
[18:02:15	]Wenli entered observer.
[18:02:15	]Wenli exited observer at their location.
[18:02:16	]Wenli entered observer.
[18:02:16	]Wenli exited observer at their location.
[18:02:17	]Wenli entered observer.
[18:02:17	]Wenli exited observer at their location.
[18:02:19	]Wenli entered observer.
[18:02:20	]Wenli exited observer at their location.
