[09:24:00	]doctor sex has connected.
[12:26:30	]Albert Black ran 'Use' on item '15 Kredi Kuponu' (#22549)
[12:26:32	]Albert Black has used a coupon at a ration dispenser, gaining 15 credits.
[12:26:33	]Albert Black ran 'take' on item '15 Kredi Kuponu' (#22566)
[12:26:33	]Albert Black has gained a '15 Kredi Kuponu' #22566.
[12:26:37	]Albert Black ran 'Use' on item '15 Kredi Kuponu' (#22566)
[12:26:39	]Albert Black has used a coupon at a ration dispenser, gaining 15 credits.
[12:26:47	]John Freeman ran 'drop' on item 'Elma' (#20438)
[12:26:47	]John Freeman has lost a 'Elma' #20438.
[12:27:01	]Frank Dogan exited observer at their location.
[12:27:06	]Ford Noyer used command '/PM freeman ÇOK İYİ TROLLUYOM SODFHGNJMSPOFJHGK'.
[12:27:10	]John Freeman ran 'take' on item 'Elma' (#20438)
[12:27:10	]John Freeman has gained a 'Elma' #20438.
[12:27:11	]Revain loaded the character 'C24:i5.UNION-46'
[12:27:12	]C24:RCT.YELLO-76 entered observer.
[12:27:13	]Albert Black opened the 'Large Metal Cabinet' #2908 container.
[12:27:15	]Albert Black closed the 'Large Metal Cabinet' #2908 container.
[12:27:20	]Albert Black opened the 'Large Metal Cabinet' #2908 container.
[12:27:21	]John Freeman used command '/PM ford gel lan nere gtitin'.
[12:27:23	]Albert Black has transferred a 'Araç Kiti' #22527 to a container with the name 'Large Metal Cabinet' #2908.
[12:27:23	]C24:RCT.YELLO-76 exited observer at their location.
[12:27:24	]Albert Black has transferred a 'MENÜ:' #19934 to a container with the name 'Large Metal Cabinet' #2908.
[12:27:24	]C24:i5.UNION-46 used command '/Radio 10-8'.
[12:27:26	]Albert Black has transferred a 'MENÜ:' #19754 to a container with the name 'Large Metal Cabinet' #2908.
[12:27:28	]Albert Black has transferred a 'Boş Breen'in Suyu' #22568 to a container with the name 'Large Metal Cabinet' #2908.
[12:27:29	]C24:RCT.YELLO-76 used command '/ActStand 4'.
[12:27:30	]Albert Black has transferred a 'Boş Kavanoz' #22567 to a container with the name 'Large Metal Cabinet' #2908.
[12:27:31	]Albert Black closed the 'Large Metal Cabinet' #2908 container.
[12:27:33	]C24:RCT.YELLO-76 used command '/Radio 10-8'.
[12:27:51	][IC] Albert Black: Kapılarım neden tekmelenmiş?
[12:28:01	][IC] Albert Black: Hm.
[12:28:08	]C24:RCT.YELLO-76 used command '/ExitAct'.
[12:28:09	]C24:RCT.YELLO-76 entered observer.
[12:28:09	]Albert Black ran 'RequestCp' on item 'Talep Cihazı' (#18105)
[12:28:28	]C24:RCT.YELLO-76 exited observer at their location.
[12:28:31	]John Freeman used command '/ActStand 3'.
[12:28:34	][ME] Albert Black: talep cihazına uzanır
[12:28:45	]John Freeman used command '/ExitAct'.
[12:28:48	][IC] C24:RCT.YELLO-76: <:: Evet, sorun ne? ::>
[12:28:49	][IC] Albert Black: Biri 3 tane kapımıda açmış.
[12:28:53	][IC] Albert Black: Şimdi kitledim.
[12:28:59	][IC] Albert Black: Iyiki dolaplarımı kitlemişim.
[12:29:06	][IC] C24:RCT.YELLO-76: <:: Yanınızda çalışan başka biri var mı? ::>
[12:29:11	][IC] Albert Black: Hayır.
[12:29:13	][IC] C24:RCT.YELLO-76: <:: Hmph. ::>
[12:29:14	][IC] Albert Black: Ortağım var.
[12:29:19	][IC] Albert Black: Oda yatıyor (ofline).
[12:29:24	][IC] C24:RCT.YELLO-76: <:: Kapıları kitlediğinizden emin olun. ::>
[12:29:30	][IC] Albert Black: Tamamdır.
[12:29:30	]Ford Noyer has gained level 9 in the Hız skill.
[12:29:42	][IC] C24:RCT.YELLO-76: <:: Kadınlar önden. ::>
[12:29:52	][IC] C24:i5.UNION-46: <:: Ciddiyetini koru. ::>
[12:29:53	]Albert Black used command '/PM 46'.
[12:30:00	]C24:i5.UNION-46 used command '/PM albert sal'.
[12:30:12	]Albert Black used command '/PM 46 warn atıp atmadığına bakabiliyor muyum?='.
[12:30:19	]C24:i5.UNION-46 used command '/PM albert -'.
[12:30:34	]Albert Black used command '/PM 46 attın mı?'.
[12:30:41	]Ford Noyer has gained a 'Boş Benzin Bidonu' #22569.
[12:30:44	]C24:i5.UNION-46 used command '/PM albert hayır, sal'.
[12:30:45	]Ford Noyer ran 'take' on item 'Buzdolabı Kapağı' (#22255)
[12:30:45	]Ford Noyer has gained a 'Buzdolabı Kapağı' #22255.
[12:30:49	]Ford Noyer entered observer.
[12:30:51	][IC] C24:RCT.YELLO-76: <:: Bekle, devriye ekibini oluşturduk mu? ::>
[12:30:55	][IC] C24:i5.UNION-46: <:: Uh oh. ::>
[12:30:56	]Ford Noyer exited observer at their location.
[12:30:57	]Ford Noyer entered observer.
[12:30:59	]Ford Noyer exited observer at their location.
[12:30:59	]Ford Noyer entered observer.
[12:31:02	][IC] C24:RCT.YELLO-76: <:: Tamamdır, hallediyorum. ::>
[12:31:07	]C24:RCT.YELLO-76 ran 'Equip' on item 'Combine PDA' (#22498)
[12:31:08	][IC] C24:i5.UNION-46: <:: Hallet. ::>
[12:31:08	]Ford Noyer exited observer at their location.
[12:31:12	]Ford Noyer ran 'take' on item 'Boş Sağlık Şişesi' (#22456)
[12:31:12	]Ford Noyer has gained a 'Boş Sağlık Şişesi' #22456.
[12:31:13	]C24:RCT.YELLO-76 ran 'Equip' on item 'Combine PDA' (#22498)
[12:31:16	]Albert Black used command '/PM i5'.
[12:31:17	]Ford Noyer ran 'take' on item 'Boş Kavanoz' (#22457)
[12:31:17	]Ford Noyer has gained a 'Boş Kavanoz' #22457.
[12:31:18	]C24:RCT.YELLO-76 ran 'EquipUn' on item 'Stunstick' (#22515)
[12:31:19	]C24:RCT.YELLO-76 ran 'Equip' on item 'Combine PDA' (#22498)
[12:31:22	]John Freeman has gained a 'Boş Viski Şişesi' #22570.
[12:31:24	]C24:RCT.YELLO-76 used command '/PTCreate'.
[12:31:25	]Ford Noyer entered observer.
[12:31:25	]C24:RCT.YELLO-76 used command '/PTCreate 1'.
[12:31:27	]Ford Noyer exited observer at their location.
[12:31:30	]John Freeman used command '/PM ford nerdesin'.
[12:31:32	][IC] C24:RCT.YELLO-76: <:: Hazır! ::>
[12:31:33	]Ford Noyer ran 'take' on item 'Hatchet' (#21995)
[12:31:33	]Ford Noyer has gained a 'Hatchet' #21995.
[12:31:34	]Ford Noyer opened the 'Medium File Cabinet' #2973 container.
[12:31:35	]C24:i5.UNION-46 used command '/PTJoin 1'.
[12:31:39	]Ford Noyer closed the 'Medium File Cabinet' #2973 container.
[12:31:43	]John Freeman used command '/ActSit 4'.
[12:31:44	]C24:RCT.YELLO-76 ran 'EquipUn' on item 'Combine PDA' (#22498)
[12:31:44	]C24:RCT.YELLO-76 ran 'Equip' on item 'Stunstick' (#22515)
[12:31:45	]John Freeman used command '/ExitAct'.
[12:32:01	]Ford Noyer entered observer.
[12:32:08	]Ford Noyer exited observer at their location.
[12:32:19	]John Freeman has gained a 'Kova' #22571.
[12:32:41	]John Freeman used command '/PM ford LAAAANN'.
[12:32:41	]Ford Noyer ran 'drop' on item 'Hatchet' (#21995)
[12:32:41	]Ford Noyer has lost a 'Hatchet' #21995.
[12:32:57	][LOOC] C24:RCT.YELLO-76: missclick
[12:33:05	]John Freeman has gained a 'Eski Masa Saati' #22572.
[12:33:17	]Ford Noyer entered observer.
[12:33:22	]Ford Noyer exited observer at their location.
[12:33:40	]John Freeman ran 'drop' on item 'Kova' (#22571)
[12:33:40	]John Freeman has lost a 'Kova' #22571.
[12:33:42	][IC] C24:RCT.YELLO-76: <:: Plazada devriyeye devam ediyorum. ::>
[12:33:44	][IC] Albert Black: Yemek yemek ister misiniz?
[12:33:45	]Ford Noyer has gained a 'Boş Plastik Sürahi' #22573.
[12:33:45	]Ford Noyer has gained a 'Yeşil Şişe' #22574.
[12:33:50	][IC] C24:RCT.YELLO-76: <:: Destek masasını devr almak ister misin? ::>
[12:33:51	]Ford Noyer has taken 5 damage from ix_item.
[12:33:56	][IC] C24:i5.UNION-46: <:: Evet. ::>
[12:33:56	]John Freeman ran 'take' on item 'Kova' (#22571)
[12:33:56	]John Freeman has gained a 'Kova' #22571.
[12:34:03	]Ford Noyer ran 'drop' on item 'Boş Benzin Bidonu' (#22569)
[12:34:03	]Ford Noyer has lost a 'Boş Benzin Bidonu' #22569.
[12:34:06	]Ford Noyer ran 'take' on item 'Boş Benzin Bidonu' (#22569)
[12:34:06	]Ford Noyer has gained a 'Boş Benzin Bidonu' #22569.
[12:34:18	]C24:RCT.YELLO-76 entered observer.
[12:34:22	]C24:i5.UNION-46 used command '/PM yello-76 biraz daha kişi geldiğinde beraber kuş olalımmı'.
[12:35:16	][IC] Albert Black: Dükkan 3 e malzemeler izni ekleteceğim.
[12:35:21	]Ford Noyer entered observer.
[12:35:21	]Ford Noyer exited observer at their location.
[12:35:28	][IC] C24:i5.UNION-46: <:: 3. Dükkan? ::>
[12:35:30	]Ford Noyer opened the 'Large Metal Cabinet' #2937 container.
[12:35:32	][IC] Albert Black: Evet.
[12:35:35	]Ford Noyer closed the 'Large Metal Cabinet' #2937 container.
[12:35:35	]Ford Noyer opened the 'Large Metal Cabinet' #2937 container.
[12:35:37	]John Freeman opened the 'Large Metal Cabinet' #2937 container.
[12:35:39	][IC] Albert Black: Kendimiz bazı yemekler yapmaya başlayacağız.
[12:35:41	]John Freeman has transferred a 'Boş Viski Şişesi' #22570 to a container with the name 'Large Metal Cabinet' #2937.
[12:35:42	][IC] Albert Black: Hazır yerine.
[12:35:42	][IT] C24:RCT.YELLO-76: Burası epey dar bir yer diye düşünürdü gelen herkes
[12:35:42	]John Freeman has transferred a 'Eski Masa Saati' #22572 to a container with the name 'Large Metal Cabinet' #2937.
[12:35:44	]Ford Noyer has transferred a 'Buzdolabı Kapağı' #22255 to a container with the name 'Large Metal Cabinet' #2937.
[12:35:48	]John Freeman has transferred a 'Kova' #22571 to a container with the name 'Large Metal Cabinet' #2937.
[12:35:50	]Ford Noyer has transferred a 'Boş Sağlık Şişesi' #22456 to a container with the name 'Large Metal Cabinet' #2937.
[12:35:51	]Ford Noyer closed the 'Large Metal Cabinet' #2937 container.
[12:35:51	]Ford Noyer has transferred a 'Boş Kavanoz' #22457 to a container with the name 'Large Metal Cabinet' #2937.
[12:35:53	]Ford Noyer has transferred a 'Boş Kavanoz' #22536 to a container with the name 'Large Metal Cabinet' #2937.
[12:35:55	]Ford Noyer has transferred a 'Yapay Macun' #22556 to a container with the name 'Large Metal Cabinet' #2937.
[12:35:55	]John Freeman opened the 'Large Metal Cabinet' #2937 container.
[12:35:57	]Ford Noyer has transferred a 'Breen'in Suyu' #22557 to a container with the name 'Large Metal Cabinet' #2937.
[12:35:58	]Ford Noyer has transferred a 'Boş Plastik Sürahi' #22573 to a container with the name 'Large Metal Cabinet' #2937.
[12:36:00	][LOOC] C24:i5.UNION-46: olm 1 den fazla dükkan olmuyo diye biliyom
[12:36:00	]Ford Noyer has transferred a 'Boş Benzin Bidonu' #22569 to a container with the name 'Large Metal Cabinet' #2937.
[12:36:02	]Ford Noyer has transferred a 'Yeşil Şişe' #22574 to a container with the name 'Large Metal Cabinet' #2937.
[12:36:03	]Ford Noyer closed the 'Large Metal Cabinet' #2937 container.
[12:36:04	][IC] C24:i5.UNION-46: <:: Cafe baltic'mi. ::>
[12:36:05	]Ford Noyer closed the 'Large Metal Cabinet' #2937 container.
[12:36:06	][IC] Albert Black: Evet.
[12:36:07	]John Freeman opened the 'Large Metal Cabinet' #2937 container.
[12:36:10	]John Freeman closed the 'Large Metal Cabinet' #2937 container.
[12:36:12	][LOOC] C24:i5.UNION-46: missclick
[12:36:22	][IC] Albert Black: Dükkan 3 olarak geçiyor.
[12:36:25	]C24:RCT.YELLO-76 used command '/PM Ford Noyer willardda bu tarz yerler kiliyli oluyor bir ara sende kilitle'.
[12:36:31	]C24:RCT.YELLO-76 opened the 'Large Metal Cabinet' #2937 container.
[12:36:38	]C24:RCT.YELLO-76 closed the 'Large Metal Cabinet' #2937 container.
[12:36:43	]Ford Noyer used command '/PM rct nasıl kitleniyor ki'.
[12:36:58	]C24:RCT.YELLO-76 used command '/PM Ford Noyer C menüden buranın kapımsı şeyini buluyorsun'.
[12:37:14	][LOOC] C24:i5.UNION-46: ne gibi malzemeler la
[12:37:31	][LOOC] Albert Black: hiç mi tableti kullanmadın?
[12:37:39	][LOOC] Albert Black: izinler kısmı var dükkan 3 e tıkladığında alta
[12:37:47	][IT] C24:RCT.YELLO-76: Durun! Biz hiçbirşey yapmadık!
[12:37:50	][LOOC] Albert Black: orada 12 tane izin vaar
[12:37:52	][IT] C24:RCT.YELLO-76: Ah, lütfen! Kesin!
[12:38:03	][IC] C24:i5.UNION-46: <:: Alright; you can go. ::>
[12:38:08	][IC] C24:i5.UNION-46: <:: Pekala, Gidebilirsin. ::>
[12:38:12	][IC] Albert Black: Teşekürler.
[12:38:20	][IT] C24:RCT.YELLO-76: Kocamı benden almayın, lütfen! O birşey yapmadı! Yemin ederim... Ah!
[12:38:47	]Albert Black ran SAM command 'asay' with arguments: 'stoklar neden 1'
[12:38:56	]C24:i5.UNION-46 claimed a report by Albert Black (Scientist).
[12:38:57	]C24:i5.UNION-46 entered observer.
[12:38:59	]C24:RCT.YELLO-76 exited observer at their location.
[12:38:59	]C24:RCT.YELLO-76 entered observer.
[12:39:00	]C24:i5.UNION-46 ran SAM command 'goto' with arguments: 'albert'
[12:39:02	]C24:i5.UNION-46 exited observer at their location.
[12:39:04	][IC] Albert Black: Her şeyin stoğu 1.
[12:39:10	][IC] C24:i5.UNION-46: <:: Nasıl yani. ::>
[12:39:13	][IC] Albert Black: Bildiğin.
[12:39:17	][IC] Albert Black: Takas kısmına bak.
[12:39:18	]otistik has connected.
[12:39:20	][IC] Albert Black: Her şeyin stoğu 1.
[12:39:21	][IT] C24:RCT.YELLO-76: Nolur, biz birşey yapmadık! (Karşı sokaklardan sesler)
[12:39:25	][IC] C24:i5.UNION-46: <:: Ne takası. ::>
[12:39:30	]C24:RCT.YELLO-76 exited observer at their location.
[12:39:33	][IC] Albert Black: Sistemi hiç mi bilmitorsun.
[12:39:34	][IC] Albert Black: Becerilerde.
[12:39:36	][IC] Albert Black: Takasa giry.
[12:39:41	][IC] Albert Black: Oradaki herşeyin stok 1.
[12:39:50	][IC] C24:RCT.YELLO-76: <:: Barbie mi openheimer mi. ::>
[12:39:53	][IC] John Freeman: *Coughing*.
[12:39:57	]otistik loaded the character 'otistik'
[12:39:58	][LOOC] C24:RCT.YELLO-76: fail rp saymayın bunu as
[12:39:58	][IC] John Freeman: Barbenheimer.
[12:40:00	]otistik entered observer.
[12:40:01	][IC] C24:i5.UNION-46: <:: Stok 1 mevcut. ::>
[12:40:02	][IC] C24:RCT.YELLO-76: <:: Hmph. ::>
[12:40:03	]otistik exited observer at their location.
[12:40:05	]otistik entered observer.
[12:40:06	][IC] Albert Black: Evet.
[12:40:09	][IC] Albert Black: 1.5 aydır.
[12:40:13	][IC] Albert Black: Öyle hala düzeltilmemiş.
[12:40:16	]Smith Murphy is no longer afk. Total time spent AFK: 1610
[12:40:16	]C24:i5.UNION-46 used command '/PM otistik aga gelsene bi'.
[12:40:16	]C24:i5.UNION-46 entered observer.
[12:40:17	]John Freeman used command '/ActSit 4'.
[12:40:19	]C24:i5.UNION-46 exited observer at their location.
[12:40:20	]otistik exited observer at their location.
[12:40:20	]C24:i5.UNION-46 entered observer.
[12:40:21	]C24:i5.UNION-46 exited observer at their location.
[12:40:22	][IC] otistik: Sk geçme revain.
[12:40:23	]Ford Noyer used command '/ActSit 4'.
[12:40:26	][IC] otistik: Sivil rollere katıl.
[12:40:31	][IC] C24:i5.UNION-46: <:: Destek masasıyla. ::>
[12:40:32	][IC] C24:i5.UNION-46: <:: Ilgilendim. ::>
[12:40:35	][IC] C24:i5.UNION-46: <:: Her neyse. ::>
[12:40:35	][IC] Albert Black: Stok 1.
[12:40:35	]Ford Noyer used command '/ExitAct'.
[12:40:36	][IC] otistik: Sorun ne.
[12:40:36	]John Freeman used command '/ExitAct'.
[12:40:41	][IC] Albert Black: Takasta herşeyin stok 1.
[12:40:48	][IC] Albert Black: Yemek sadece 1 tane satabiliyoruz.
[12:40:48	][IC] otistik: Evet ona birşey yapamam.
[12:40:56	][IC] Albert Black: Sosyal rp nasıl dönecek o zaman?
[12:40:58	][IC] otistik: Ben değiştiremiyorum onu.
[12:40:59	][IC] Albert Black: Yemek satamıyorsak.
[12:41:04	][IC] Albert Black: Kim değiştirebiliyor.
[12:41:07	][IC] otistik: ./me kullan.
[12:41:14	][IC] otistik: Burada rol devriye giriyor.
[12:41:16	][IC] Albert Black: Insanların karnı aç.
[12:41:23	]John Freeman used command '/ActStand 3'.
[12:41:24	][IC] otistik: Rasyon dağıtabilirsin.
[12:41:24	][IC] Albert Black: ./me karın doyurmaz.
[12:41:31	][IC] otistik: Rasyon alıp satabilirsin.
[12:41:36	]John Freeman used command '/ExitAct'.
[12:41:43	][IC] C24:i5.UNION-46: <:: Normal rasyonu herkes alır. ::>
[12:41:43	][IC] Albert Black: Neden takas sistemini kullanamıyorum.
[12:41:49	][IC] Albert Black: Victorian belki çözer.
[12:41:52	][IC] otistik: Rasyonun süresi bittiği zaman.
[12:41:55	][IC] Albert Black: Victorianı çağırır mısın.
[12:41:56	]C24:RCT.YELLO-76 entered observer.
[12:41:56	]C24:RCT.YELLO-76 exited observer at their location.
[12:42:00	][IC] otistik: Victorian çözemez.
[12:42:01	][IC] C24:i5.UNION-46: <:: Ha ama şöyle olabilir. ::>
[12:42:04	][IC] otistik: Stokları enis değiştirebiliyor.
[12:42:08	][IC] otistik: Enise söylerim.
[12:42:09	]C24:RCT.YELLO-76 entered observer.
[12:42:14	][IC] Albert Black: Ama enis ev taşıyor.
[12:42:15	][IC] C24:i5.UNION-46: <:: Karın doyurucu rasyon için bir loyalistle anlaşır loyalist rasyonunu satabilr. ::>
[12:42:22	][IC] otistik: Yok aga bitti ev taşıması.
[12:42:24	][ME] John Freeman: cebindekini kemirir
[12:42:35	][IC] otistik: Ben rasyon diyerek genel rasoynları kattım zaten.
[12:42:36	][IC] otistik: Cümleye.
[12:42:39	][IC] C24:i5.UNION-46: <:: Benim diğer akrakter beyaz kol bantlı. ::>
[12:42:41	][IC] Albert Black: Ben bazı malzemeler alacaktım.
[12:42:45	][IC] Albert Black: Size versem.
[12:42:46	][IC] Albert Black: Parasını.
[12:42:47	][IC] Albert Black: Alsam.
[12:42:49	][IC] otistik: Gerekirse ben yaparım.
[12:42:50	][IC] otistik: Aynen.
[12:42:54	][IC] Albert Black: Tamamdır.
[12:43:01	][IC] Albert Black: Ben ihtiyacım olduğunda çağırırım.
[12:43:04	]otistik loaded the character 'Micheal Jordan'
[12:43:05	]Micheal Jordan entered observer.
[12:43:05	]C24:i5.UNION-46 entered observer.
[12:43:06	][IC] Albert Black: Şuan kaç tokeni m var bakacağım.
[12:43:07	][IT] C24:RCT.YELLO-76: Son zamanlarda burası fazla kirlemniş
[12:43:10	]Micheal Jordan exited observer at their location.
[12:43:12	]C24:i5.UNION-46 exited observer at their location.
[12:43:14	]Micheal Jordan ran 'SetCredits' on item '#90178 Kimlik Kartı' (#21573)
[12:43:16	]C24:RCT.YELLO-76 exited observer at their location.
[12:43:17	]otistik has set card #21573's credits to 2500.
[12:43:24	]Micheal Jordan entered observer.
[12:43:25	]Micheal Jordan exited observer at their location.
[12:43:27	][IC] Micheal Jordan: Birşey olursa.
[12:43:34	][IC] Albert Black: Şuan aslında olur.
[12:43:36	]Revain loaded the character 'Harry David'
[12:43:39	][IC] Albert Black: 3 sirke.
[12:43:41	][IC] Micheal Jordan: Postan çek.
[12:43:46	][IC] Albert Black: 3 doymuş un alacağım.
[12:43:50	][IC] Albert Black: Toplamda 27 kredi yapıyor.
[12:43:51	]Micheal Jordan has given himself a ing_vinegar.
[12:43:52	]Micheal Jordan has gained a 'Sirke' #22575.
[12:43:52	]Micheal Jordan has given himself a ing_vinegar.
[12:43:52	]Micheal Jordan has gained a 'Sirke' #22576.
[12:43:53	]Micheal Jordan has given himself a ing_vinegar.
[12:43:53	]Micheal Jordan has gained a 'Sirke' #22577.
[12:43:57	]Micheal Jordan has given himself a ing_flour.
[12:43:57	]Micheal Jordan has gained a 'Doymuş Un' #22578.
[12:43:59	]Micheal Jordan has given himself a ing_flour.
[12:43:59	]Micheal Jordan has gained a 'Doymuş Un' #22579.
[12:43:59	][IC] Albert Black: Id ?
[12:43:59	]Micheal Jordan has given himself a ing_flour.
[12:43:59	]Micheal Jordan has gained a 'Doymuş Un' #22580.
[12:44:04	][IC] Micheal Jordan: Pos yok mu.
[12:44:04	][IC] Micheal Jordan: Sende.
[12:44:08	][IC] Albert Black: Var.
[12:44:08	]Micheal Jordan has given himself a pos_terminal.
[12:44:08	]Micheal Jordan has gained a 'POS Terminal' #22581.
